index;Regon;Typ;Nazwa;Województwo;Powiat;Gmina;Kod Pocztowy;Miasto;Ulica;Informacja u usniętym wpisie
1608;930393034;F;SOMLA RYSZARD;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 20A lok. 9;wpis wykreślony
1609;930078568;F;KULIBERDA IRENA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 37/70;wpis wykreślony
1610;930545372;F;HANDEL OBWOŹNY ARTYKUŁAMI PRZEMYSŁOWYMI ZAJĄC JÓZEF;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 30 lok. 25;wpis wykreślony
1611;930308608;F;JAKUBIEC GRAŻYNA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 4/30;wpis wykreślony
1612;932077231;F;MAGDALENA GALEWSKA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 39 lok. 7;wpis wykreślony
1613;932966327;F;"SKLEP OGÓLNOSPOŻYWCZY ""KAJTEK"" ZMARZŁY WIESŁAW";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 50;wpis wykreślony
1614;930473388;F;"""OPRO"" ZAKŁAD PROJEKTOWO-HANDLOWY MIECZKOWSKA ANNA";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-317;Wrocław;ul. Drukarska 6/33;wpis wykreślony
1615;020127788;F;TETRA MARZENA BRONIKOWSKA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 6 lok. 3;wpis wykreślony
1616;020948120;F;"ANNA OMILANOWSKA ""ANA-STAR""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 43 lok. 36;wpis wykreślony
1617;930409976;F;TOCZKIEWICZ ZYGMUNT;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 2/7;wpis wykreślony
1618;020899261;F;SEPTIMUS MONIKA GELLER;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 24 lok. 9;wpis wykreślony
1619;930353678;F;DARIUSZ ŁAŃCUCHOWSKI CENTRUM MARKETING SERVICE;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 41 lok. 22;wpis wykreślony
1620;930037003;F;USŁUGI GEODEZYJNE WŁADYSŁAW MATUSIAK;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 23 A lok. 10;wpis wykreślony
1621;020609524;F;ŻANNETA ZAJKOWSKA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 35 lok. 9;wpis wykreślony
1622;020898089;P;DELTASTAR S.C.;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 39 lok. 20;wpis wykreślony
1623;932835513;F;DORIS PRACOWNIA KRAWIECKA DOROTA ROTSZTEJN;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 36;wpis wykreślony
1624;930022935;F;KIOSK WIELOBRANŻOWY REMBOCHA ROMANA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 35/45;wpis wykreślony
1625;930122714;F;"""HALMET"" ZAKŁAD PRODUKCYJNO-HANDLOWY ZADOROŻNY M.,ZADOROŻNA K.";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-311;Wrocław;ul. Drukarska 31/73;wpis wykreślony
1626;930207238;F;PIETRUSZEWSKA MARIA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-320;Wrocław;ul. Drukarska 20 lok. 5;wpis wykreślony
1627;930410301;F;ŁUKASZEWICZ RAFAŁ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 10 lok. 7;wpis wykreślony
1628;930511427;F;"PRZEDS.PROD.-USŁUG.-HANDLOWE,IMPORT-EKSPORT ""MAGMAR"" GANDECKI ZBIGNIEW";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 26/28;wpis wykreślony
1629;930562086;F;INSTALATORSTWO BUDOWLANE PIOTROWSKI PAWEŁ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 45 lok. 1;wpis wykreślony
1630;930656315;F;WITOSZYŃSKI BOGDAN;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 5 A/7;wpis wykreślony
1631;930931394;F;TŁUMACZENIA I PORADY JĘZYKOWE W ZAKRESIE J.ROSYJSKIEGO MATUSIAK DARIUSZ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 47/75;wpis wykreślony
1632;931107846;F;BESSERT AURELIA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 43 lok. 31;wpis wykreślony
1633;931158269;F;"""IKS X"" CACKO-SCHODOWSKA KATARZYNA";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 41 lok. 7;wpis wykreślony
1634;932765860;F;GOSPODARSTWO ROLNE;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 45 lok. 57;wpis wykreślony
1635;932765942;F;GOSPODARSTWO ROLNE;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 28 lok. 4;wpis wykreślony
1636;932858448;F;GOSPODARSTWO ROLNE;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 16 lok. 3;wpis wykreślony
1637;931097935;F;JACEK KAŹMIERCZAK FIRMA USŁUGOWA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 39 lok. 19;wpis wykreślony
1638;930673590;F;URZĄDZENIA TELEKOMUNIKACYJNE,TELERADIOMECHANIKA HASIK WACŁAW;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 19 lok. 9;wpis wykreślony
1639;005947282;F;NAPRAWA OBUWIA. MARIAN WIERZBA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 38;wpis wykreślony
1640;930161973;F;KACZOCH ZDZISŁAW;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 33 lok. 10;wpis wykreślony
1641;005971122;F;MARIUSZ MAZUR - TRANSPORT OSÓB;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 41 lok. 50;wpis wykreślony
1642;021177630;P;FUNKY EUROPE S.C. EDWARD MĘŻYK, PAWEŁ SZKUDLAREK, ANDRZEJ OLESIŃSKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 26A lok. 10;wpis wykreślony
1643;931955860;F;"ROMAN MAZUR ""SOL-SERVICE"" USŁUGI GEOLOGICZNE I GEOTECHNICZNE";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 11 lok. 8;wpis wykreślony
1644;006035206;F;ANTONI MUSIAŁA TAXI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 35 lok. 1;wpis wykreślony
1645;930588915;F;MAŁA GASTRONOMIA KOWAL SYLWESTER;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 30 lok. 6;wpis wykreślony
1646;930350763;F;ZAKŁAD DŹWIGOWY WOJCIECHOWSKI JÓZEF;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 26 lok. 3;wpis wykreślony
1647;020039417;F;"""ATUT"" AGNIESZKA WACHOWICZ";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 36;wpis wykreślony
1648;006016960;F;USŁUGI GEODEZYJNO-KARTOGRAFICZNE JULIAN PIOTROWSKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 13A lok. 9;wpis wykreślony
1649;930328924;F;"""DAR"" KOWALCZYK DARIUSZ";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 18 lok. 9;wpis wykreślony
1650;931159694;F;"ROBERT SZMIGIELSKI ""MEDRO""-USŁUGI MEDYCZNE";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 45 lok. 20;wpis wykreślony
1651;930464679;F;KAROL SZARY ZAKŁAD SZEWSKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 38;wpis wykreślony
1652;891321412;F;ADRIANNA MICHALEWSKA ADMI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 39 lok. 49;wpis wykreślony
1653;020958288;F;MONIKA PIECHNIK;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 30 lok. 16;wpis wykreślony
1654;930454971;F;"""PIK"" AGENCJA POLIGRAFICZNO-REKLAMOWA KURZYCA PIOTR";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-512;Wrocław;ul. Drukarska 26A lok. 8;wpis wykreślony
1655;021632761;F;ARTUR KUCHAREK;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 34;wpis wykreślony
1656;020154271;F;HOP FROG KRASUCKI MARCIN;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 33 lok. 53;wpis wykreślony
1657;020366211;F;GRYGIER MARTA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 11 lok. 10;wpis wykreślony
1658;021052331;F;WOJCIECH MAGIN;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 43 lok. 71;wpis wykreślony
1659;020721178;F;TOMASZ KUŚMIRSKI 411;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 38;wpis wykreślony
1660;020173937;F;"PATRYCJA ZASTAWNY ""STARDANCE"" STUDIO TAŃCA";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 36;wpis wykreślony
1661;020781370;F;"""MM"" KAMMA JAKUB";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 18 lok. 5;wpis wykreślony
1662;932137855;F;"""TAXI OSOBOWE"" KURCZEWSKI TOMASZ";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 35 lok. 37;wpis wykreślony
1663;931896984;F;MAZUR-WNOROWSKA KRYSTYNA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 39 lok. 8;wpis wykreślony
1664;021662561;F;WALAND - WALDEMAR ALEKSIEWICZ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 47 lok. 66;wpis wykreślony
1665;021170361;F;JAROSŁAW FECIO GOLDEN HOME;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 35 lok. 31;wpis wykreślony
1666;931566034;F;USŁUGI LOKATORSKIE JAWORSKI ZDZISŁAW;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 5A/9;wpis wykreślony
1667;930748690;F;"ADOLF MATKOWSKI TRANSPORT OSOBOWY ""TAXI""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 21A lok. 5;wpis wykreślony
1668;022102054;F;DARIUSZ RAFIŃSKI DNR;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 31 lok. 20;wpis wykreślony
1669;930058620;F;"""AGENT UBEZPIECZENIOWY"" HOROSZKO TOMASZ";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 35 lok. 46;wpis wykreślony
1670;931195253;F;PRZEDS.KONSERWACJI RZEŹBY I RZEMIOSŁA ARTYSTYCZNEGO MAROSIK JOLANTA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 10A lok. 7;wpis wykreślony
1671;930585118;F;"""ALEK"" ARTYKUŁY BIUROWE I SZKOLNE,USŁUGI KSERO LEWKOWSKI ALEKSANDER";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 16A lok. 1;wpis wykreślony
1672;022139471;P;M.JEŻEWSKA, D. RATAJCZAK, S. ZAKRAWACZ LIMONKA S.C.;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 37 lok. 6;wpis wykreślony
1673;932765451;F;GOSPODARSTWO ROLNE;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 7 lok. 3;wpis wykreślony
1674;932765770;F;GOSPODARSTWO ROLNE;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 41 lok. 68;wpis wykreślony
1675;022136314;F;BWB ZARZĄDZANIE NIERUCHOMOŚCIAMI MAGDALENA BRYDZIŃSKA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 16 lok. 1;wpis wykreślony
1676;022263165;P;METAMORFOZA S.C.;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 38;wpis wykreślony
1677;930655439;F;ASTON-FLOOR GRZEGORZ SCHODOWSKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 41 lok. 7;wpis wykreślony
1678;930552484;F;"BARBARA STACHNIK ""EKO-SPIN""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 31 lok. 70;wpis wykreślony
1679;022354732;F;Arpi Eko Jolanta Arczyńska;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 45 lok. 5;wpis wykreślony
1680;020966610;F;DARIUSZ SPITZIAR USŁUGI BUDOWLANE;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 31 lok. 95;wpis wykreślony
1681;021813304;F;"Izabela Markiewicz ""ŚWIAT STANIKÓW""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 38;wpis wykreślony
1682;020958271;F;ŚWIĄTKIEWICZ MICHAŁ;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 30 lok. 16;wpis wykreślony
1683;930370375;F;JOANNA MORCINIEC-TOMCZAK;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 15A lok. 6;wpis wykreślony
1684;020501927;F;MILDYN JERZY;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 31 lok. 60;wpis wykreślony
1685;930561773;F;LECH JĘCZMYK;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 37 lok. 2;wpis wykreślony
1686;930740932;F;EUGENIUSZ DROBINA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-427;Wrocław;ul. Drukarska 31 lok. 3;wpis wykreślony
1687;931143902;F;USŁUGI OGÓLNOBUDOWLANE PALIŃSKI RYSZARD;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 37 lok. 22;wpis wykreślony
1688;931060240;F;"IZABELLA SKIEDRZYŃSKA-RZESZOWSKA ""IZABELLA""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 28 lok. 4;wpis wykreślony
1689;930548620;P;"""TOTAL"" AGENCJA HANDLOWA SPÓŁKA JAWNA, JANIK GRZEGORZ I S-KA";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 36;wpis wykreślony
1690;930863712;F;"""SIMPTEST""OŚRODEK KWALIFIKACJI JAKOŚCI WYROBÓW ZIEMIAK JAN";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 6 lok. 12;wpis wykreślony
1691;021636405;F;PAWEŁ FIRUTA EFEKT;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 16A lok. 9;wpis wykreślony
1692;021933445;F;BARTŁOMIEJ JANECKI BART-SYSTEM;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 43 lok. 77;wpis wykreślony
1693;021879540;F;"""Pria"" wedding & event Bogumiła Opalińska";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 30 lok. 23;wpis wykreślony
1694;02117197500033;LF;WIESŁAW WALAS;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 8 lok. 5;wpis wykreślony
1695;022072229;F;BIBI Ewelina Sędkowska;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 41 lok. 12;wpis wykreślony
1696;022290475;F;"""DEN-BUD"" KRZYSZTOF DENDRA";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 31 lok. 38;wpis wykreślony
1697;930306644;F;"STANISŁAW REMBOCHA ""ANSTAR"" P.H.U.";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 35 lok. 45;wpis wykreślony
1698;021360765;F;"""REN - ROL"" EDUKACJA ROLETTA DUCZMALEWSKA-SIENKIEWICZ";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 15A lok. 4;wpis wykreślony
1699;932856165;F;GOSPODARSTWO ROLNE;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 18A lok. 6;wpis wykreślony
1700;930120193;F;"BOGUSŁAW KULA ""TAKSÓWKA OSOBOWA""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 47 lok. 88;wpis wykreślony
1701;021865324;F;ROBERT IGNATOWSKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 43 lok. 1;wpis wykreślony
1702;020280768;F;KRYSTYNA MORAWSKA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 23 lok. 5;wpis wykreślony
1703;021841737;F;Wojciech Pisarski;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 12 lok. 8;wpis wykreślony
1704;022011080;F;ESTERA ŁĘŃSKA FOTOCONTROL;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 43 lok. 65;wpis wykreślony
1705;020158145;F;Janson Jan Ślusarczyk;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 26 lok. 22;wpis wykreślony
1706;16010309000030;LF;URBAN - LABOR Urban Sadowski;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 38;wpis wykreślony
1707;932958210;F;"P.U.H.""NIEZBĘDNIK"" Jadwiga Zakrzewska";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 28 lok. 13;wpis wykreślony
1708;021985330;P;"TECHNIKUM EKONOMICZNE DLA DOROSŁYCH ""BIZNES I BANKOWOŚĆ""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;50-983;Wrocław;ul. Drukarska 50;wpis wykreślony
1709;932825118;P;SZKOŁA POLICEALNA DLA DOROSŁYCH NR 3;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 50;wpis wykreślony
1710;932825064;P;TECHNIKUM UZUPEŁNIAJĄCE HANDLOWE DLA DOROSŁYCH;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 50;wpis wykreślony
1711;021868245;F;RUBIKON Wiktoria Schodowska;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 41 lok. 7;wpis wykreślony
1712;930074458;F;JAROSŁAW SKALSKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 13 lok. 10;wpis wykreślony
1713;932641045;F;REGMAR MARIAN REGULSKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 47 lok. 54;wpis wykreślony
1714;021883552;F;ESTE PAWEŁ KOBIAŁKOWSKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 7A lok. 8;wpis wykreślony
1715;932707732;F;ROBERT DOMASZEWICZ RD SYSTEM;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 47 lok. 61;wpis wykreślony
1716;020807744;F;VICTOR YOKOTA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 31 lok. 4;wpis wykreślony
1717;16155222300037;LF;FAST PIOTR CYRAN;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 47 lok. 62;wpis wykreślony
1718;930759890;F;"DARIUSZ KOBRYNP.U.B.""KOBRYN""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 22 lok. 12;wpis wykreślony
1719;931005436;F;ANDRZEJ PASICH HI-FI SERVICE;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 38;wpis wykreślony
1720;362148140;P;RKM POLPOMP S.C.;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 43 lok. 25;wpis wykreślony
1721;931904028;F;WIESŁAW BEKIER POLCOOL;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 2 lok. 27;wpis wykreślony
1722;932089814;F;ANTONI ŁAZICKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 47 lok. 78;wpis wykreślony
1723;021899665;F;FIRMA OGÓLNOBUDOWLANA Przemysław Diuwe;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 41 lok. 5;wpis wykreślony
1724;022374150;F;EWA MROZIŃSKA- HANDEL OBWOŹNY I TRANSPORT;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 6 lok. 14;wpis wykreślony
1725;022202028;F;"MACIEJ SZCZEŚNIAK OŚRODEK SZKOLENIA KIEROWCÓW ""AS""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 50;wpis wykreślony
1726;021171975;F;TELETECHNIKA WIESŁAW WALAS;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 2 lok. 13;wpis wykreślony
1727;93069665100026;LF;ELEF CAR LUCJAN FIAŁKA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 36;wpis wykreślony
1728;432355763;F;WROCŁAWSKA AGENCJA ARTYSTYCZNA MARCIN WITKOWSKI;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 33 lok. 59;wpis wykreślony
1729;930566150;F;POMOC DROGOWA TRANSPORT OSOBOWY HENRYK FIRUTA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 16A lok. 9;wpis wykreślony
1730;021204752;F;Przemysław Ziółek Biuro Usług Finansowych;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 26 lok. 8;wpis wykreślony
1731;930314359;F;"KRZYSZTOF KIJEWSKI ""KALINA-SUN""";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 7A lok. 7;wpis wykreślony
1732;53120957100021;LF;"ZAKŁAD PRODUKCYJNO-HANDLOWO-USŁUGOWY ""ZAKS 2"" Arkadiusz Zakrzewski";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 22 lok. 4;wpis wykreślony
1733;930799836;F;HANDEL DETALICZNY DZIEDZINA JERZY;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 36;wpis wykreślony
1734;022452736;F;ATRAMA MARTA SZYMAŃSKA;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 43 lok. 6;wpis wykreślony
1735;020639206;F;"FIRMA HANDLOWA ""PSOTA"" ALICJA WYSOCKA";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 38;wpis wykreślony
1736;020284476;F;PAWEŁ PIASECKI PHU;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 35 lok. 38;wpis wykreślony
1737;36698722100010;LF;Paweł Mądry;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 26a lok. 21;wpis wykreślony
1738;930002460;F;HANDEL OBWOŹNY ART.SPOŻ.I PRZEM. DOMINIAK ZBIGNIEW;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 33/72;wpis wykreślony
1739;932983366;F;REBELIA Tomasz Przedpełski;DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-311;Wrocław;ul. Drukarska 41 lok. 73;wpis wykreślony
1740;931199699;F;"""KALINA"" Warzywa-Owoce art.. Spożywcze Marek Niedziela";DOLNOŚLĄSKIE;Wrocław;Wrocław-Krzyki;53-312;Wrocław;ul. Drukarska 2;wpis wykreślony
